,year,duration,avg_vote,votes,metascore,reviews_from_users,reviews_from_critics,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western
72216,2015,107,5.8,19747,31.0,108.0,111.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
72218,2015,140,7.3,5673,64.0,24.0,40.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
72219,2015,105,5.5,4525,45.0,41.0,37.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
72224,2015,88,3.5,3054,9.0,35.0,30.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
72227,2015,116,7.5,4648,67.0,41.0,90.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72229,2015,96,5.5,2426,36.0,27.0,13.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
72233,2015,89,4.5,1699,31.0,30.0,35.0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
72235,2015,97,5.3,46909,32.0,189.0,213.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
72239,2015,87,5.2,4069,42.0,30.0,33.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
72240,2015,123,7.3,117458,70.0,246.0,371.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72241,2015,104,5.1,5903,41.0,38.0,42.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
72242,2015,76,5.6,1405,56.0,17.0,30.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72243,2015,86,5.7,5251,50.0,43.0,64.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
72247,2015,98,5.3,1040,30.0,8.0,9.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
72248,2015,98,5.6,3616,67.0,26.0,67.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72249,2015,120,6.3,1718,47.0,12.0,21.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
72251,2015,81,5.8,1485,24.0,13.0,10.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72254,2015,100,6.5,181,81.0,4.0,12.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72257,2015,108,7.7,55109,70.0,135.0,161.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72260,2015,92,6.0,47499,62.0,180.0,153.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72262,2015,107,5.5,65711,27.0,256.0,193.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72263,2015,105,6.3,15320,80.0,129.0,237.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
72265,2015,88,7.1,41469,67.0,199.0,242.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
72266,2015,124,6.6,125572,56.0,330.0,349.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72271,2015,85,5.4,1997,55.0,30.0,38.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
72274,2015,90,5.0,1538,49.0,8.0,10.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
72275,2015,111,6.3,42046,45.0,167.0,173.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
72283,2015,130,6.1,2899,83.0,23.0,91.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
72287,2015,95,4.9,503,56.0,7.0,15.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
72289,2015,98,6.2,15574,76.0,50.0,188.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
72291,2015,106,6.4,74937,47.0,237.0,185.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
72299,2015,90,5.9,11432,43.0,67.0,77.0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
72302,2015,96,5.4,19652,44.0,77.0,61.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72304,2015,84,5.9,1818,26.0,9.0,10.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72305,2015,112,5.9,15640,46.0,86.0,53.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
72307,2015,119,7.2,210179,82.0,656.0,428.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
72313,2015,101,7.0,86390,49.0,165.0,230.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72314,2015,110,6.3,1350,37.0,25.0,32.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72315,2015,106,7.0,29512,58.0,124.0,151.0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72327,2015,84,4.9,352,56.0,5.0,9.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
72328,2015,111,6.4,3775,31.0,14.0,64.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72329,2015,96,4.2,15271,17.0,147.0,37.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
72333,2015,88,6.8,47895,69.0,107.0,116.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
72335,2015,124,7.1,10617,68.0,16.0,127.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
72338,2015,97,4.6,184,33.0,2.0,9.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
72342,2015,107,6.5,1364,77.0,8.0,54.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72343,2015,97,5.7,15018,65.0,85.0,165.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
72344,2015,116,7.3,262622,56.0,491.0,383.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72351,2015,128,5.7,9827,39.0,97.0,137.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72353,2015,81,4.2,18980,30.0,181.0,174.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
72358,2015,96,5.7,1533,28.0,47.0,8.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
72359,2015,105,6.2,2507,60.0,11.0,103.0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72361,2015,111,6.7,25357,47.0,95.0,65.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
72362,2015,114,6.6,99967,59.0,245.0,256.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72363,2015,93,5.6,5426,27.0,47.0,70.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
72364,2015,106,6.8,6814,70.0,22.0,169.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72365,2015,83,5.5,935,58.0,12.0,43.0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
72366,2015,86,4.5,1560,32.0,25.0,36.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
72367,2015,101,5.9,363,65.0,2.0,12.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72370,2015,99,6.3,61759,50.0,149.0,179.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
72377,2015,97,6.5,9072,58.0,53.0,80.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
72383,2015,118,7.2,111852,94.0,340.0,456.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
72390,2015,121,7.6,360616,82.0,729.0,545.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72391,2015,106,5.9,3511,37.0,14.0,45.0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
72392,2015,113,5.9,5240,62.0,21.0,33.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
72395,2015,114,7.0,8081,58.0,26.0,103.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
72396,2015,118,5.4,5804,32.0,31.0,120.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72401,2015,118,6.0,62047,58.0,180.0,175.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72402,2015,86,5.8,302,65.0,10.0,10.0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72408,2015,107,6.3,512,25.0,8.0,16.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
72414,2015,85,6.0,174,47.0,2.0,10.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72417,2015,84,6.6,1351,66.0,9.0,54.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72424,2015,90,4.9,845,55.0,8.0,10.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
72431,2015,109,7.3,52634,51.0,192.0,213.0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
72432,2015,119,4.8,42889,18.0,236.0,63.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72433,2015,105,5.4,60915,40.0,261.0,148.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
72442,2015,106,6.2,2266,62.0,23.0,46.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
72443,2015,115,6.4,139566,63.0,226.0,242.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
72447,2015,99,6.5,4416,47.0,18.0,21.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
72450,2015,96,5.7,84260,28.0,212.0,141.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
72455,2015,90,6.2,4552,59.0,57.0,22.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
72456,2015,95,5.4,194,51.0,1.0,4.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
72458,2015,90,4.4,1355,36.0,12.0,16.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
72459,2015,138,7.9,845102,80.0,4822.0,909.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
72464,2015,98,6.1,1747,50.0,18.0,14.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72466,2015,107,6.1,20156,53.0,74.0,135.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72470,2015,81,7.3,2611,70.0,13.0,63.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72471,2015,120,6.8,226032,41.0,765.0,394.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72475,2015,129,5.2,3425,30.0,41.0,83.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
72496,2015,92,5.6,50092,40.0,168.0,140.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72497,2015,100,5.4,1140,41.0,38.0,7.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
72498,2015,95,6.1,3446,34.0,18.0,11.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72501,2016,129,7.8,8227,73.0,54.0,92.0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
72502,2016,124,5.8,3688,47.0,17.0,52.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72508,2016,101,7.9,104624,81.0,240.0,250.0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72511,2016,90,5.3,487,35.0,5.0,5.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72516,2016,113,6.5,767,75.0,4.0,37.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72520,2016,98,6.3,6826,48.0,12.0,58.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
72524,2016,111,6.7,17296,63.0,53.0,55.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
72531,2016,108,5.7,38772,22.0,121.0,40.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72538,2016,86,5.8,2471,73.0,26.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
72541,2016,84,5.2,5335,59.0,61.0,90.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
72549,2016,89,6.1,171982,66.0,553.0,312.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72566,2016,100,6.5,1963,66.0,8.0,73.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72570,2016,107,6.9,9127,82.0,31.0,184.0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72573,2016,101,5.2,559,34.0,5.0,5.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72579,2016,101,6.6,394,69.0,1.0,18.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72580,2016,98,5.8,1136,42.0,28.0,24.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
72588,2016,97,7.3,55835,55.0,126.0,71.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72589,2016,84,3.5,2473,28.0,44.0,21.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
72593,2016,98,5.6,6434,59.0,85.0,41.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
72603,2016,97,4.6,525,32.0,3.0,42.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72605,2016,105,5.8,66300,42.0,184.0,194.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72607,2016,98,6.5,5532,54.0,62.0,69.0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
72616,2016,100,5.8,1019,64.0,8.0,25.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
72618,2016,105,7.4,8400,71.0,26.0,40.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72623,2016,98,6.7,827,72.0,4.0,26.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72629,2016,92,6.5,70238,55.0,203.0,187.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72630,2016,105,6.1,35505,77.0,223.0,337.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
72633,2016,146,6.4,82372,47.0,458.0,337.0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
72635,2016,91,5.4,5549,36.0,31.0,53.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72636,2016,94,7.7,2695,72.0,22.0,90.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
72638,2016,100,5.5,1123,49.0,12.0,32.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
72641,2016,107,6.8,10447,60.0,76.0,58.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
72647,2016,93,5.8,2407,33.0,24.0,19.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
72649,2016,93,6.1,304,52.0,1.0,38.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72652,2016,109,6.5,41055,68.0,133.0,142.0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72656,2016,122,6.0,4044,66.0,22.0,122.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
72660,2016,81,6.3,111742,58.0,373.0,325.0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
72663,2016,102,6.4,11778,40.0,65.0,35.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72666,2016,113,6.2,20742,53.0,113.0,180.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
72667,2016,115,6.3,64354,52.0,170.0,259.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
72673,2016,108,6.5,10155,21.0,54.0,37.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72674,2016,118,7.6,151256,72.0,711.0,372.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
72680,2016,109,6.3,17836,63.0,123.0,146.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
72681,2016,110,6.2,160617,44.0,477.0,333.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72692,2016,95,5.8,49324,47.0,117.0,107.0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72694,2016,92,7.2,3934,83.0,12.0,93.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
72696,2016,100,6.2,13775,71.0,147.0,84.0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
72698,2016,117,6.8,17264,76.0,105.0,168.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
72702,2016,104,6.6,17408,56.0,62.0,126.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72712,2016,94,6.2,8067,69.0,47.0,77.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
72726,2016,130,6.5,4199,71.0,19.0,85.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
72737,2016,133,6.0,167369,49.0,765.0,218.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72742,2016,98,6.3,15467,32.0,118.0,50.0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
72745,2016,76,6.9,1081,82.0,5.0,27.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
72748,2016,89,6.3,10695,70.0,51.0,62.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72758,2016,112,5.9,3173,31.0,82.0,33.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72762,2016,90,4.8,8127,53.0,111.0,25.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
72763,2016,106,7.4,200097,51.0,469.0,225.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
72768,2016,96,6.1,2731,65.0,51.0,31.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
72770,2016,106,6.6,1335,46.0,19.0,14.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
72786,2016,109,5.4,10325,43.0,113.0,52.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
72790,2016,139,7.2,95317,79.0,380.0,328.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72801,2016,86,6.6,5076,65.0,28.0,21.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72802,2016,115,7.5,578675,72.0,961.0,584.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
72803,2016,141,6.6,76112,78.0,254.0,284.0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
72804,2016,90,5.1,1005,28.0,9.0,14.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72810,2016,226,7.3,1202,83.0,6.0,46.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72811,2016,107,6.3,11712,82.0,92.0,175.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72818,2016,95,5.5,14599,27.0,72.0,58.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
72821,2016,173,7.4,4318,82.0,18.0,117.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72826,2016,99,5.4,42072,40.0,157.0,179.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72833,2016,112,6.6,73291,76.0,270.0,340.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
72835,2016,117,5.2,200067,60.0,2203.0,689.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
72836,2016,92,5.8,38340,48.0,183.0,187.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
72841,2016,88,5.9,5375,56.0,25.0,52.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
72847,2016,89,5.4,3556,50.0,34.0,24.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
72848,2016,110,6.1,79569,51.0,155.0,170.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
72857,2016,123,5.7,40859,38.0,265.0,229.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72858,2016,105,6.5,1146,55.0,11.0,10.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72859,2016,109,7.1,713,80.0,3.0,10.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72869,2016,111,6.2,98506,39.0,221.0,169.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72870,2016,122,7.1,223293,68.0,833.0,480.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
72871,2016,102,5.7,242,61.0,5.0,18.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72882,2016,96,6.1,17307,47.0,83.0,71.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72883,2016,96,6.6,69058,64.0,184.0,339.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
72895,2016,106,6.0,3767,27.0,24.0,13.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72900,2016,119,7.3,38690,83.0,112.0,227.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72906,2016,85,5.6,3909,72.0,26.0,50.0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
72912,2016,87,5.3,20493,11.0,135.0,122.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
72927,2016,75,5.7,105,60.0,1.0,18.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72929,2016,108,6.7,1571,65.0,9.0,33.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72930,2016,92,5.1,6464,43.0,53.0,37.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72936,2016,87,6.8,2920,74.0,18.0,39.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72943,2016,86,6.9,1057,75.0,2.0,44.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72945,2016,115,7.3,9028,78.0,37.0,100.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
72946,2016,91,6.0,171,77.0,2.0,9.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72948,2016,97,6.2,5216,46.0,32.0,57.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
72949,2016,93,5.7,6368,58.0,87.0,112.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
72951,2016,88,5.9,1669,71.0,8.0,44.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
72964,2016,128,7.6,4826,78.0,15.0,93.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
72965,2016,110,6.1,3588,43.0,22.0,35.0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
72974,2016,92,5.7,111318,58.0,200.0,214.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72975,2016,88,4.2,1834,26.0,23.0,23.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
72982,2016,98,4.2,2344,44.0,45.0,58.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
72983,2016,85,6.5,1163,72.0,16.0,45.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72984,2016,89,6.5,28490,67.0,265.0,188.0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
72988,2016,110,6.6,1962,67.0,13.0,27.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
72991,2016,105,5.7,665,61.0,12.0,34.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
72992,2016,87,6.5,179235,61.0,336.0,292.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72994,2016,76,6.1,1701,48.0,9.0,106.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
72995,2016,84,4.4,1236,40.0,8.0,23.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
73002,2016,78,5.9,842,59.0,1.0,21.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
73007,2016,105,5.1,9884,50.0,81.0,98.0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
73008,2016,103,7.2,283194,76.0,751.0,521.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
73011,2016,87,5.9,411,79.0,5.0,20.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
