,year,duration,avg_vote,votes,metascore,reviews_from_users,reviews_from_critics,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western
43886,2003,60,7.0,1255,82.0,10.0,40.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
43890,2003,135,7.6,415761,55.0,1140.0,232.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
43895,2003,100,6.9,71208,72.0,306.0,152.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
43896,2003,121,6.6,111237,48.0,429.0,98.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
43897,2003,112,6.2,376,74.0,8.0,16.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
43901,2003,84,4.2,297,9.0,9.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43904,2003,119,5.2,115,61.0,4.0,10.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
43906,2003,106,7.5,23919,57.0,136.0,74.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
43907,2003,100,6.4,6171,45.0,66.0,42.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
43908,2003,366,8.5,20184,89.0,100.0,65.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
43921,2003,110,6.0,1003,51.0,19.0,16.0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43924,2003,101,6.3,11991,40.0,67.0,28.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
43925,2003,90,6.8,635,52.0,5.0,13.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
43926,2003,94,7.1,4200,62.0,32.0,19.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
43928,2003,104,6.2,1613,59.0,12.0,27.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
43931,2003,107,6.2,3219,27.0,41.0,21.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
43941,2003,117,6.5,76236,45.0,284.0,128.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
43944,2003,102,7.7,403588,89.0,1988.0,290.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
43945,2003,106,5.6,57297,36.0,337.0,175.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
43947,2003,110,6.7,6212,73.0,128.0,66.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
43949,2003,91,6.6,3602,62.0,21.0,52.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
43953,2003,103,6.3,5239,64.0,126.0,62.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
43954,2003,93,6.2,19760,57.0,155.0,134.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
43958,2003,97,6.3,1308,39.0,30.0,19.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
43959,2003,150,7.6,3331,66.0,36.0,25.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
43962,2003,109,5.5,8107,45.0,80.0,64.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
43964,2003,90,6.1,760,47.0,13.0,13.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
43965,2003,75,6.2,6758,62.0,27.0,45.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43966,2003,110,6.5,3000,53.0,31.0,54.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
43968,2003,98,6.4,13133,67.0,118.0,109.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
43970,2003,104,5.4,12478,34.0,205.0,132.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
43975,2003,94,6.1,43063,40.0,345.0,130.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
43977,2003,112,7.5,10744,73.0,49.0,85.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
43978,2003,107,7.0,16773,45.0,260.0,35.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
43979,2003,120,3.9,191,39.0,5.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
43981,2003,112,6.3,6162,73.0,130.0,113.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
43983,2003,109,6.9,37674,38.0,202.0,78.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
43989,2003,95,7.3,7937,75.0,42.0,77.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
43992,2003,113,6.8,65250,64.0,499.0,161.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
43997,2003,125,6.4,4029,53.0,22.0,36.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
43998,2003,103,5.3,204269,42.0,1048.0,287.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43999,2003,88,5.3,38532,38.0,133.0,98.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
44002,2003,106,7.1,1114,61.0,25.0,39.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
44004,2003,85,5.9,1377,66.0,25.0,27.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
44006,2003,112,4.7,1322,33.0,30.0,27.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
44009,2003,94,6.4,160,75.0,2.0,3.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
44010,2003,86,6.7,8926,53.0,65.0,41.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44011,2003,94,6.0,1028,53.0,25.0,7.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
44014,2003,72,5.4,14739,38.0,68.0,83.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
44019,2003,108,7.4,14189,73.0,90.0,91.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
44021,2003,90,6.4,368,46.0,10.0,18.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
44022,2003,117,6.0,136189,45.0,347.0,150.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44024,2003,78,6.6,267,57.0,10.0,22.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
44025,2003,109,4.8,350,38.0,9.0,7.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
44027,2003,92,7.0,131787,70.0,500.0,198.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
44029,2003,88,5.1,4014,49.0,48.0,51.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
44031,2003,91,7.2,25591,81.0,270.0,97.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
44032,2003,100,8.1,927957,90.0,978.0,149.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44033,2003,100,6.1,17329,61.0,215.0,63.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
44035,2003,112,5.4,4402,32.0,99.0,55.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
44044,2003,101,5.6,9142,45.0,97.0,45.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
44047,2003,106,6.2,28886,57.0,227.0,116.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
44048,2003,96,5.6,12863,32.0,107.0,74.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
44049,2003,99,7.6,27958,70.0,170.0,132.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
44051,2003,103,5.8,8239,56.0,108.0,62.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
44053,2003,129,7.0,11009,58.0,83.0,102.0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
44057,2003,118,7.2,429,46.0,14.0,5.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44060,2003,82,5.8,147,36.0,5.0,8.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
44063,2003,92,3.9,347,41.0,4.0,7.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
44065,2003,138,7.9,411389,84.0,1041.0,236.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
44071,2003,101,6.8,562,48.0,39.0,17.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
44072,2003,93,5.7,32441,64.0,176.0,104.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44075,2003,98,5.4,164,36.0,7.0,6.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
44079,2003,83,5.9,429,35.0,10.0,20.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
44083,2003,92,6.8,8201,39.0,56.0,41.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
44087,2003,115,7.3,4561,68.0,29.0,35.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
44090,2003,121,7.0,249383,42.0,836.0,225.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
44094,2003,114,6.7,4676,68.0,54.0,69.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
44095,2003,111,7.0,337492,68.0,525.0,169.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
44098,2003,135,8.0,134971,60.0,649.0,229.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
44102,2003,80,5.6,7546,38.0,39.0,40.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44104,2003,98,6.3,14790,36.0,159.0,41.0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
44107,2003,86,4.7,27949,15.0,122.0,57.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
44112,2003,135,5.5,91958,48.0,553.0,155.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
44113,2003,137,6.5,32694,55.0,213.0,131.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
44114,2003,90,6.6,433,45.0,4.0,20.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
44117,2003,100,6.8,78564,70.0,550.0,130.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
44119,2003,100,5.2,7905,37.0,45.0,30.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
44124,2003,138,7.2,506036,62.0,2788.0,288.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
44127,2003,113,6.8,46445,52.0,336.0,111.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
44129,2003,97,5.3,418,26.0,13.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
44130,2003,96,6.3,191578,43.0,336.0,138.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44135,2003,97,6.5,2355,64.0,24.0,52.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
44136,2003,125,8.0,408409,58.0,880.0,247.0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
44138,2003,116,7.5,46584,75.0,193.0,188.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44146,2003,100,6.7,4782,56.0,64.0,29.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
44149,2003,107,6.7,988,48.0,16.0,32.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
44150,2003,128,6.7,110012,66.0,422.0,148.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
44153,2003,88,6.7,48185,48.0,108.0,94.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
44155,2003,92,6.4,691,58.0,15.0,22.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
44158,2003,100,6.0,828,52.0,25.0,20.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
44160,2003,90,6.2,149294,38.0,497.0,187.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
44164,2003,93,6.6,3444,49.0,17.0,22.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44166,2003,100,6.2,89972,71.0,335.0,171.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
44168,2003,219,6.4,15189,30.0,509.0,76.0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
44173,2003,50,5.6,1018,51.0,10.0,23.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
44174,2003,81,7.2,84470,70.0,706.0,216.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
44177,2003,101,6.3,38891,52.0,307.0,149.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
44182,2003,129,6.8,439565,47.0,2131.0,260.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
44186,2003,107,7.0,4126,75.0,42.0,40.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
44190,2003,127,6.2,1172,68.0,24.0,26.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
44191,2003,104,6.7,99864,59.0,270.0,151.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44192,2003,90,7.3,222620,64.0,777.0,140.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
44200,2003,99,5.0,41032,34.0,191.0,134.0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
44208,2003,97,6.9,211602,64.0,502.0,141.0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
44209,2003,93,6.3,373,40.0,5.0,8.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
44210,2003,91,6.8,66411,42.0,583.0,275.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
44214,2003,110,6.5,25482,56.0,143.0,30.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44217,2003,104,5.5,47286,40.0,188.0,139.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
44219,2003,101,6.9,32101,69.0,220.0,142.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
44222,2003,120,6.7,819,65.0,9.0,23.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
44224,2003,111,7.5,51433,52.0,317.0,84.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
44225,2003,89,5.9,54657,50.0,158.0,57.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44226,2003,115,7.2,108573,62.0,268.0,199.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
44227,2003,123,6.5,14560,47.0,110.0,72.0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
44232,2003,109,6.1,44353,36.0,140.0,110.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
44236,2003,104,6.6,730,44.0,86.0,15.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
44238,2003,88,6.0,3324,46.0,38.0,52.0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
44240,2003,105,6.0,11668,30.0,101.0,28.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
44241,2003,136,6.7,2219,49.0,25.0,51.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
44242,2003,88,6.3,3365,45.0,49.0,47.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
44243,2003,96,6.7,10816,59.0,110.0,77.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
44245,2003,72,1.8,517,1.0,36.0,4.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
44248,2003,86,5.2,18345,43.0,91.0,36.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44253,2003,86,5.0,29811,23.0,372.0,147.0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
44254,2003,115,7.3,664,59.0,15.0,16.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
44256,2003,88,5.6,46994,31.0,154.0,55.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44259,2003,85,6.1,4587,41.0,56.0,38.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44260,2003,108,6.8,10206,71.0,128.0,92.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
44261,2003,111,7.2,8087,62.0,59.0,50.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44266,2003,124,5.5,530,34.0,36.0,8.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
44271,2003,92,6.5,662,46.0,14.0,14.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
44272,2003,126,6.1,1315,47.0,19.0,28.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
44273,2003,96,7.3,10663,69.0,54.0,56.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
44276,2003,143,8.0,1001260,63.0,2196.0,292.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
44283,2003,87,5.2,25227,27.0,161.0,88.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
44285,2003,101,5.8,382,28.0,11.0,15.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
44287,2003,97,6.7,33007,59.0,144.0,111.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
44296,2003,95,5.5,66841,28.0,202.0,92.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
44298,2003,109,5.6,4586,44.0,46.0,54.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
44299,2003,89,6.9,2756,63.0,27.0,20.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44301,2003,97,5.7,108669,37.0,909.0,296.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
44304,2003,114,7.1,3154,58.0,36.0,30.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
44306,2003,138,7.4,198459,81.0,722.0,262.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
44307,2003,95,6.5,3036,70.0,27.0,55.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
44308,2003,90,6.5,1377,59.0,28.0,16.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
44309,2003,90,2.0,35615,15.0,596.0,144.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
44312,2003,136,5.5,87726,35.0,693.0,185.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
44314,2003,105,5.6,34433,39.0,234.0,122.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44316,2003,89,6.1,74975,31.0,956.0,218.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
44317,2003,118,5.7,50580,62.0,152.0,126.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44318,2003,154,7.7,392213,55.0,1042.0,170.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
44323,2003,110,5.8,164344,30.0,816.0,218.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
44325,2003,80,7.0,19895,70.0,187.0,133.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
44327,2003,117,5.6,128291,43.0,329.0,169.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
44330,2003,121,2.5,45680,18.0,429.0,127.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
44333,2003,113,6.9,6927,63.0,68.0,58.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
44334,2003,116,5.3,35501,47.0,252.0,133.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44338,2003,84,4.3,53750,57.0,209.0,93.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44340,2003,140,7.3,65913,72.0,470.0,164.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
44356,2003,116,7.3,122129,61.0,354.0,152.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
44360,2003,117,7.0,75840,71.0,347.0,107.0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
44368,2003,97,6.9,106,33.0,13.0,7.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
44369,2003,94,5.5,35161,56.0,170.0,69.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
44371,2003,110,4.9,998,56.0,28.0,4.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44375,2003,119,6.3,101841,43.0,371.0,189.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
44378,2003,104,6.2,1891,48.0,39.0,29.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
44380,2003,101,5.8,40829,36.0,191.0,107.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
44382,2003,85,6.8,94355,48.0,180.0,113.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44384,2003,85,3.4,36849,19.0,272.0,86.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44388,2003,85,6.0,3818,40.0,34.0,30.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
44390,2003,113,7.8,35142,61.0,94.0,69.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
44395,2003,99,7.6,1023,64.0,25.0,33.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
44397,2003,117,4.9,10887,51.0,157.0,89.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
44401,2003,110,4.7,12621,36.0,89.0,65.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
44405,2003,79,6.0,4180,33.0,45.0,27.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
44409,2003,84,5.5,135366,49.0,365.0,160.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
44411,2004,132,8.1,623282,86.0,1230.0,266.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
44414,2004,86,4.6,3460,23.0,17.0,32.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44415,2004,106,6.2,343,48.0,8.0,12.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
44417,2004,141,8.1,24108,88.0,112.0,138.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
44419,2004,124,6.4,408418,47.0,1225.0,239.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
44420,2004,93,4.5,141,33.0,5.0,8.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
44429,2004,86,7.0,971,64.0,11.0,22.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
44430,2004,119,6.7,212109,38.0,699.0,211.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
44431,2004,102,7.4,205293,67.0,974.0,219.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
44435,2004,71,4.8,21196,43.0,222.0,136.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
44440,2004,108,6.9,1854,78.0,12.0,42.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
44443,2004,98,7.1,1726,67.0,18.0,29.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
44448,2004,93,7.2,410089,75.0,546.0,200.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44450,2004,85,5.0,840,31.0,21.0,5.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
44466,2004,137,6.0,19363,47.0,306.0,100.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
44469,2004,123,7.8,508136,53.0,1266.0,146.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
44472,2004,143,7.7,5685,77.0,27.0,27.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
44475,2004,100,7.2,1481,60.0,14.0,27.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
44479,2004,96,5.6,26373,52.0,153.0,84.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
44480,2004,88,6.4,1357,63.0,13.0,35.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
